numero,type,voie,code,commune
45,RUE,DES COLLINES,44300,NANTES
15,IMP,DU NIGER,44800,ST-HERBLAIN
38,RUE,DE LA GRANDE PIECE,44230,ST SEBASTIEN SUR LOIRE
17,AV,CAMUS,44000,NANTES
9007,,LA BRETINAIS,44800,ST-HERBLAIN
3,RUE,DES PETITES ECURIES,44000,NANTES
3,RUE,DES PETITES ECURIES,44000,NANTES
3,RUE,DE LOURMEL,44000,NANTES
94,BD,DE LONGCHAMP,44300,NANTES
60,BD,GASTON SERPETTE,44000,NANTES
10,AV,DOCTEUR HEURTEAUX,44000,NANTES
83,RUE,D ALLONVILLE,44000,NANTES
1,AV,DE L AIR DU TEMPS,44300,NANTES
52,RUE,PAUL BELLAMY,44000,NANTES
72,RUE,DES MAURES,44800,ST-HERBLAIN
16,BD,EMILE ROMANET,44100,NANTES
3,RUE,JEAN BAPTISTE COROT,44100,NANTES
3,RUE,JEAN BAPTISTE COROT,44100,NANTES
53,RUE,GEORGES BIZOT,44300,NANTES
23,RUE,EDMOND ROSTAND,44000,NANTES
1,RUE,JULIEN LE PANSE,44200,NANTES
9,RUE,LINNE,44100,NANTES
28,RUE,DE PONT AVEN,44300,NANTES
41,RUE,GUTENBERG,44100,NANTES
43,RUE,LOUIS GUIOTTON,44300,NANTES
20,RUE,DE LA MARZELLE DE GRILLAUD,44100,NANTES
6,AV,DES VESPREES,44300,NANTES
56,RUE,JEAN MARIE DESBROSSES,44800,ST-HERBLAIN
17,RUE,MAURICE BARRES,44300,NANTES
15,RUE,AMIRAL DUCHAFFAULT,44100,NANTES
21,RUE,DE LA PETITE SENSIVE,44300,NANTES
158,RUE,GAL BUAT,44000,NANTES
1,RUE,DE LA COULEE,44300,NANTES
93,RUE,DU CORPS DE GARDE,44100,NANTES
3,RUE,DOCTEUR XAVIER BICHAT,44800,ST-HERBLAIN
16,AV,PRESIDENT JOSEPH BOUYER,44100,NANTES
1,ALL,BALTARD,44300,NANTES
16,RUE,DOBREE,44100,NANTES
45,RUE,BRANLY,44000,NANTES
67,RUE,PAUL BELLAMY,44000,NANTES
5,RUE,DE LA BRASSERIE,44100,NANTES
20,RUE,REINE ASTRID,44300,NANTES
13,RUE,DE LA BAUGERIE,44230,ST SEBASTIEN SUR LOIRE
23,BD,DE LAUNAY,44100,NANTES
9012,RUE,DU BOIS DE BARRE,44100,NANTES
1,ALL,JEAN BART,44000,NANTES
79,RUE,CAMILLE DESMOULINS,44300,NANTES
5,RUE,COL BOUTIN,44000,NANTES
7,RUE,DE LA METAIRIE,44230,ST SEBASTIEN SUR LOIRE
162,RUE,DES PAVILLONS,44100,NANTES
162,RUE,DES PAVILLONS,44100,NANTES
3,RUE,GAUGUIN,44800,ST-HERBLAIN
22,RUE,DU BOIS HARDY,44100,NANTES
7,AV,DES BELLES TERRES,44300,NANTES
37,AV,DE LA COQUETTERIE,44000,NANTES
49,RUE,DE LA BASSE CHENAIE,44300,NANTES
7,RUE,DUGOMMIER,44000,NANTES
4,RUE,PERELLE,44000,NANTES
120,RUE,DES HAUTS PAVES,44000,NANTES
11,RUE,LOUIS PERGAUD,44300,NANTES
36,CHE,DE LA BOUCARDIERE,44100,NANTES
109,BD,DE LA LIBERTE,44100,NANTES
8,RUE,DU BOIS DE HERCE,44100,NANTES
2,ALL,D ERDRE,44000,NANTES
11,AV,COURTELINE,44800,ST-HERBLAIN
8,RTE,DE CLISSON,44200,NANTES
9,RUE,DE SEVRES,44200,NANTES
1,AV,DES ACACIAS,44800,ST-HERBLAIN
110,RTE,DE VANNES,44100,NANTES
25,RUE,DES CHAMBELLES,44000,NANTES
27,CHE,DE LA COLETRIE,44300,NANTES
78,RUE,BRANLY,44000,NANTES
34,RUE,CHANOINE LAROSE,44100,NANTES
3,RUE,DE POLYMNIE,44230,ST SEBASTIEN SUR LOIRE
8,RUE,PIERRE LOTI,44300,NANTES
5,RUE,DE SAVENAY,44000,NANTES
4,RUE,AMEDEE MENARD,44300,NANTES
4,RUE,AMEDEE MENARD,44300,NANTES
7,AV,DES MELODIES,44300,NANTES
18,RUE,DE LA FOSSE,44000,NANTES
23,RUE,DE LA ROSIERE D ARTOIS,44100,NANTES
16,IMP,DE L'ORANDA,44300,NANTES
89,AV,DES THEBAUDIERES,44800,ST-HERBLAIN
22,RUE,DES PLATANES,44300,NANTES
25,RUE,SUZANNE VALADON,44800,ST-HERBLAIN
3,RUE,DE LA CROIX BLANCHE,44230,ST SEBASTIEN SUR LOIRE
20,RUE,PETITE BIESSE,44200,NANTES
18,BD,ALBERT EINSTEIN,44300,NANTES
1,RUE,BASSE CREUSE,44000,NANTES
3,RUE,LAMARTINE,44100,NANTES
11,RUE,DE LA MONTAGNE,44100,NANTES
29,RUE,PHILIPPE DE CABROL,44100,NANTES
180,RUE,PAUL BELLAMY,44000,NANTES
21,RUE,VAN GOGH,44800,ST-HERBLAIN
5,AV,BASCHER,44000,NANTES
32,RUE,DE RICHEBOURG,44000,NANTES
27,RUE,DE MOURZOUCK,44300,NANTES
27,RUE,DE MOURZOUCK,44300,NANTES
3,RUE,DE LOURMEL,44000,NANTES
3,IMP,DE LA CALYPSO,44000,NANTES
9,RUE,LINNE,44100,NANTES
11,RUE,LEON BLUM,44000,NANTES
16,RUE,DOBREE,44100,NANTES
3,PL,DU PUITS AUX IMAGES,44300,NANTES
73,RUE,DU CORPS DE GARDE,44100,NANTES
31,RUE,COCHARD POLENNE,44000,NANTES
23,AV,D ERQUY,44300,NANTES
7,IMP,DU VERT CLOS,44800,ST-HERBLAIN
9,RUE,DES PLUCHETS,44800,ST-HERBLAIN
53,RUE,MAL JOFFRE,44000,NANTES
53,RUE,MAL JOFFRE,44000,NANTES
53,RUE,MAL JOFFRE,44000,NANTES
53,RUE,MAL JOFFRE,44000,NANTES
nan,RUE,DE CONCARNEAU,44300,NANTES
1,AV,DE L AIR DU TEMPS,44300,NANTES
nan,RTE,DE PARIS,44300,NANTES
27,RUE,DE LA PAVOTIERE,44300,NANTES
18,PL,ROSA PARKS,44000,NANTES
47,RUE,LITTRE,44100,NANTES
16,BD,DE LAUNAY,44100,NANTES
28,RUE,DES CHATAIGNIERS,44300,NANTES
30,RUE,DES GARENNES,44100,NANTES
67,RUE,DU PETIT BEL AIR,44300,NANTES
20,RUE,ROSA LUXEMBOURG,44800,ST-HERBLAIN
19,BD,DE LA LIBERTE,44100,NANTES
1,RUE,DU CHATEAU,44000,NANTES
21,RUE,DU CHATEAU,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
11,RUE,LEON BLUM,44000,NANTES
11,RUE,LEON BLUM,44000,NANTES
68,RUE,DE BEAUGENCY,44230,ST SEBASTIEN SUR LOIRE
17,RUE,ADOLPHE MOITIE,44000,NANTES
40,AV,LOUIS LACHENAL,44300,NANTES
4,RUE,LAMORICIERE,44100,NANTES
44,BD,JULES VERNE,44300,NANTES
44,BD,JULES VERNE,44300,NANTES
40,BD,JULES VERNE,44300,NANTES
44,BD,JULES VERNE,44300,NANTES
44,BD,JULES VERNE,44300,NANTES
6,PL,MONTAIGNE,44000,NANTES
1,BD,ALEXANDRE MILLERAND,44200,NANTES
1,BD,ALEXANDRE MILLERAND,44200,NANTES
56,RUE,MAURICE DANIEL,44230,ST SEBASTIEN SUR LOIRE
53,BD,DE LA FRATERNITE,44100,NANTES
17,RUE,DU ROI ALBERT,44000,NANTES
61,BD,DES ANGLAIS,44100,NANTES
24,RUE,JEAN MARIE BRULE,44800,ST-HERBLAIN
28,RUE,DES PAQUERETTES,44300,NANTES
35,CHE,DE LA BOUCARDIERE,44100,NANTES
3,RUE,TOURNEFORT,44000,NANTES
5,BD,RENE CASSIN,44300,NANTES
57,BD,DE LONGCHAMP,44300,NANTES
27,RUE,JEAN EMILE LABOUREUR,44000,NANTES
7,RUE,DE LA MARNE,44000,NANTES
7,RUE,DE LA MARNE,44000,NANTES
14,AV,DE L ATLANTIQUE,44800,ST-HERBLAIN
28,RUE,PAUL BELLAMY,44000,NANTES
35,RUE,DE L ALLOUEE,44100,NANTES
24,RUE,PAUL PAINLEVE,44000,NANTES
4,RUE,D ANGOUMOIS,44000,NANTES
3,IMP,DU NIGER,44800,ST-HERBLAIN
52,RTE,DE VERTOU,44200,NANTES
11,AV,DE GOURIN,44300,NANTES
10,IMP,LE GLOBE,44100,NANTES
2,RUE,ARSENE LELOUP,44100,NANTES
85,RUE,DE LA CONVENTION,44100,NANTES
4,AV,BON ACCUEIL,44300,NANTES
189,RTE,DE VANNES,44800,ST-HERBLAIN
8,AV,HELOISE,44100,NANTES
2,RUE,DES IRIS,44230,ST SEBASTIEN SUR LOIRE
9003,IMP,BLANDIN,44100,NANTES
3,RUE,ROSA LUXEMBOURG,44800,ST-HERBLAIN
17,AV,DES DRUIDES,44300,NANTES
5,AV,DE LA TRANQUILLITE,44300,NANTES
15,AV,DU DOCTEUR PAUL MICHAUD,44230,ST SEBASTIEN SUR LOIRE
20,AV,MICHEL LECOUR GRANDMAISON,44800,ST-HERBLAIN
13,RUE,DE LA LOURNEAU,44230,ST SEBASTIEN SUR LOIRE
10,IMP,MADAME,44300,NANTES
22,BD,DU TERTRE,44800,ST-HERBLAIN
16,RUE,BERGERE,44000,NANTES
23,RUE,AMAND GUINDRE,44300,NANTES
3,PROM,DES NEFS,44100,NANTES
44,RUE,DE LA MARSEILLAISE,44100,NANTES
3,PAS,SAINT YVES,44000,NANTES
3,PAS,SAINT YVES,44000,NANTES
7,RUE,D ERLON,44000,NANTES
23,RUE,DU BOIS DE BARRE,44100,NANTES
6,AV,DU CEDRE BLEU,44800,ST-HERBLAIN
50,AV,DES NOUETTES,44100,NANTES
39,RUE,FELIX MENETRIER,44300,NANTES
56,AV,DES HESPERIDES,44300,NANTES
4,AV,DE L ARMORIAL,44300,NANTES
103,RUE,DU DOUET,44230,ST SEBASTIEN SUR LOIRE
2,RUE,GRETRY,44000,NANTES
18,RUE,FRANCOIS BRUNEAU,44000,NANTES
60,RUE,BOUCHAUD,44100,NANTES
3,RUE,CHRISTOPHE RAVILLY,44610,INDRE
17,BD,DE LA LIBERTE,44100,NANTES
9,RUE,DE LA BLETERIE,44000,NANTES
1,BD,ALEXANDRE MILLERAND,44200,NANTES
27,RUE,DU CLOS SIBAN,44800,ST-HERBLAIN
16,RUE,DE LA CONSTITUTION,44100,NANTES
16,RUE,PROFESSEUR EUGENE CORNET,44100,NANTES
10,RUE,DE FLANDRES DUNKERQUE,44100,NANTES
8,RUE,DE BITCHE,44000,NANTES
6,RUE,PETITE  DANTON,44100,NANTES
14,RUE,AUGUSTE BRIZEUX,44000,NANTES
4,AV,BASILE-VALENTIN,44100,NANTES
29,RUE,FA BOUTILLIER,44800,ST-HERBLAIN
nan,RUE,DE CONCARNEAU,44300,NANTES
8,RUE,EUGENIE VIOLE,44100,NANTES
10,BD,DE L EGALITE,44100,NANTES
60,AV,PETITE  DE LONGCHAMP,44300,NANTES
9,RUE,CHAPTAL,44100,NANTES
9,RUE,FREDERIC CHOPIN,44230,ST SEBASTIEN SUR LOIRE
23,AV,DE L HORTICULTURE,44300,NANTES
23,AV,DE L HORTICULTURE,44300,NANTES
102,RUE,DE L OUCHE QUINET,44230,ST SEBASTIEN SUR LOIRE
102,RUE,DE L OUCHE QUINET,44230,ST SEBASTIEN SUR LOIRE
1,AV,DE PAIMPONT,44300,NANTES
12,RUE,EUGENE PERGELINE,44200,NANTES
6,AV,DE L HOTEL DIEU,44000,NANTES
24,RUE,PAUL BELLAMY,44000,NANTES
87,RUE,DU FRESCHE BLANC,44300,NANTES
12,RUE,DE LA DORDOGNE,44100,NANTES
4,RUE,PAUL PLANTIVEAU,44300,NANTES
1,AV,BERNARD DE VENTADOUR,44100,NANTES
7,RUE,DU LIEUTENANT AUGE,44230,ST SEBASTIEN SUR LOIRE
7,RUE,DU LIEUTENANT AUGE,44230,ST SEBASTIEN SUR LOIRE
86,RUE,DU BOIS HARDY,44100,NANTES
82,RUE,DE LA BASTILLE,44000,NANTES
9,RUE,DE QUIMPER,44800,ST-HERBLAIN
8,IMP,AUGUSTIN MARTIN,44300,NANTES
2,AV,DES ROCHES BLANCHES,44300,NANTES
4,AV,DU BOUT DES LANDES,44300,NANTES
27,RUE,ELISA MERCOEUR,44230,ST SEBASTIEN SUR LOIRE
37,RUE,LEON SAY,44000,NANTES
12,RUE,DE LA DORDOGNE,44100,NANTES
117,BD,ST AIGNAN,44100,NANTES
9,RUE,DES FRICHES,44300,NANTES
76,BD,JULES VERNE,44300,NANTES
40,RTE,DE CARQUEFOU,44300,NANTES
6,RUE,NOIRE,44000,NANTES
60,RUE,DU JAMET,44100,NANTES
6,RUE,DU CALVAIRE DE GRILLAUD,44100,NANTES
16,IMP,PALATINE,44200,NANTES
21,RUE,MASSENET,44300,NANTES
13,RUE,CHARLES TERRONT,44300,NANTES
4,BD,GEORGES MANDEL,44200,NANTES
14,RUE,DES CHAUPIERES,44300,NANTES
14,RUE,DES CHAUPIERES,44300,NANTES
32,BD,BABIN CHEVAYE,44200,NANTES
2,AV,DES IMPRESSIONNISTES,44200,NANTES
11,AV,DU DOCTEUR PAUL MICHAUD,44230,ST SEBASTIEN SUR LOIRE
22,AV,DES HESPERIDES,44300,NANTES
36,RUE,HENRI JULLIN,44300,NANTES
128,BD,DES BELGES,44300,NANTES
3,AV,DU SIROCCO,44300,NANTES
35,RUE,DE LA VILLE AUX ROSES,44000,NANTES
1,AV,DE JOSSELIN,44300,NANTES
5,QUAI,ANDRE RHUYS,44200,NANTES
59,RUE,PAUL BERT,44100,NANTES
126,BD,DU MASSACRE,44800,ST-HERBLAIN
20,RUE,PAUL GRIVEAUD,44100,NANTES
58,RUE,FOURE,44000,NANTES
21,AV,DES PETRELS,44300,NANTES
60,RUE,FELIX MENETRIER,44300,NANTES
15,RUE,DU 1ER MAI,44200,NANTES
5,BD,BABIN CHEVAYE,44200,NANTES
5,BD,BABIN CHEVAYE,44200,NANTES
3,AV,DES BONNES VOLONTES,44300,NANTES
3,AV,DES BONNES VOLONTES,44300,NANTES
2,RUE,DU TROISIEME DRAGONS,44000,NANTES
141,BD,DE LONGCHAMP,44300,NANTES
28,RUE,BABONEAU,44100,NANTES
28,RUE,BABONEAU,44100,NANTES
28,RUE,BABONEAU,44100,NANTES
13,RUE,DES DERVALLIERES,44000,NANTES
8,RUE,DE BITCHE,44000,NANTES
22,AV,DE TOLEDE,44800,ST-HERBLAIN
29,RUE,CLEMENCE ROYER,44100,NANTES
8,AV,ANTARES,44300,NANTES
43,AV,DE L EPERONNIERE,44000,NANTES
32,RUE,DU MILLAU,44300,NANTES
36,RUE,COMTESSE DE SEGUR,44800,ST-HERBLAIN
60,RUE,BOUCHAUD,44100,NANTES
15,RUE,DU CALVAIRE DE GRILLAUD,44100,NANTES
6,AV,DE L EVEIL,44300,NANTES
10,RUE,SUZANNE LENGLEN,44800,ST-HERBLAIN
12,RUE,DE LA FOSSE,44000,NANTES
31,RUE,EUGENE THOMAS,44300,NANTES
7,IMP,DES AVIATEURS,44000,NANTES
84,RUE,DE LA MONTAGNE,44100,NANTES
36,ALL,FELIX GUYON,44800,ST-HERBLAIN
11,RUE,DES FRERES AMIEUX,44100,NANTES
11,RUE,DES FRERES AMIEUX,44100,NANTES
3,BD,GEORGES POMPIDOU,44200,NANTES
251,RTE,DE VANNES,44800,ST-HERBLAIN
251,RTE,DE VANNES,44800,ST-HERBLAIN
251,RTE,DE VANNES,44800,ST-HERBLAIN
251,RTE,DE VANNES,44800,ST-HERBLAIN
9001,CHE,DE LA MUSSE,44100,NANTES
65,AV,DU PARNASSE,44800,ST-HERBLAIN
24,RUE,PAUL BELLAMY,44000,NANTES
1,RUE,JULES LAUNAY,44100,NANTES
1,RUE,JULES LAUNAY,44100,NANTES
3,RUE,JEAN PIERRE TIMBAUD,44800,ST-HERBLAIN
8,AV,JACQUES AUNEAU,44300,NANTES
10,ALL,DE L ILE GLORIETTE,44000,NANTES
27,RUE,ADOLPHE MOITIE,44000,NANTES
9007,RUE,DE LA RABOTIERE,44800,ST-HERBLAIN
10,RUE,DE VIENNE,44000,NANTES
43,AV,DE LA BRANCHOIRE,44800,ST-HERBLAIN
9,RUE,JEAN EMILE LABOUREUR,44000,NANTES
28,AV,DU PONANT,44300,NANTES
4,RUE,DU PORT DURAND,44300,NANTES
9,RUE,DU PIN,44300,NANTES
46,RUE,PAUL BELLAMY,44000,NANTES
2,SQ,DES ROCHELLETS,44100,NANTES
13,RUE,DE CHANTEPIE,44230,ST SEBASTIEN SUR LOIRE
23,BD,JULES VERNE,44300,NANTES
58,RUE,DES COLLINES,44300,NANTES
18,RUE,CONDORCET,44100,NANTES
18,RUE,CONDORCET,44100,NANTES
37,BD,GABRIEL GUIST HAU,44000,NANTES
9,RUE,LINNE,44100,NANTES
22,RUE,DE COULMIERS,44000,NANTES
22,RUE,DE COULMIERS,44000,NANTES
11,RUE,JOYAU,44000,NANTES
17,RUE,FRANCOIS EVELLIN,44000,NANTES
11,RUE,VIDIE,44000,NANTES
18,AV,DE LA BONNE HUMEUR,44300,NANTES
7,PL,JEAN SAILLANT,44610,INDRE
10,RUE,RASPAIL,44100,NANTES
20,RUE,DE LA MARRIERE,44300,NANTES
17,RUE,KERVEGAN,44000,NANTES
59,RUE,DE LA MARZELLE DE GRILLAUD,44100,NANTES
58,AV,DU PATUREAU,44800,ST-HERBLAIN
16,RUE,DE COULMIERS,44000,NANTES
16,RUE,DE COULMIERS,44000,NANTES
3,IMP,DE LA COULEE,44800,ST-HERBLAIN
46,RUE,DES CLEMATITES,44300,NANTES
14,RUE,DE LA BRASSERIE,44100,NANTES
18,AV,DES TUILERIES,44800,ST-HERBLAIN
13,RUE,DU BOUILLON,44100,NANTES
2,ALL,D ERDRE,44000,NANTES
22,RUE,LEON JOST,44300,NANTES
4,RUE,DES HERSES,44200,NANTES
7,BD,GEORGES POMPIDOU,44200,NANTES
21,RUE,EUGENIE COTTON,44800,ST-HERBLAIN
18,RUE,DE LA BOUQUINIERE,44200,NANTES
1,RUE,MONTE AU CIEL,44100,NANTES
60,RUE,MAL JOFFRE,44000,NANTES
51,RUE,DE LA MARSEILLAISE,44100,NANTES
5,RUE,DE SAVENAY,44000,NANTES
41,RUE,DE LA CHICOTIERE,44800,ST-HERBLAIN
3,BD,GEORGES POMPIDOU,44200,NANTES
179,BD,JULES VERNE,44300,NANTES
4,BD,DE BERLIN,44000,NANTES
149,BD,JULES VERNE,44300,NANTES
37,RUE,JULES MELINE,44300,NANTES
126,BD,ERNEST DALBY,44000,NANTES
7,RUE,DE CALLIOPE,44230,ST SEBASTIEN SUR LOIRE
24,RUE,FRANCOIS POISSON,44610,INDRE
37,AV,DES ACACIAS,44800,ST-HERBLAIN
24,RUE,JEAN BAPTISTE LULLI,44230,ST SEBASTIEN SUR LOIRE
13,RUE,JULES BODIGUEL,44610,INDRE
13,RUE,JULES BODIGUEL,44610,INDRE
13,RUE,JULES BODIGUEL,44610,INDRE
33,HAM,DES PASTELS,44300,NANTES
1,IMP,DES CORNALINES,44300,NANTES
33,AV,DE L HARMONIE,44300,NANTES
2,IMP,CLEMENCE PRAUD,44800,ST-HERBLAIN
1,RUE,DES MARSAUDERIES,44300,NANTES
136,RUE,PAUL BELLAMY,44000,NANTES
66,RUE,DE L ABBAYE,44100,NANTES
15,RUE,GUILLAUME GROOTAERS,44300,NANTES
3,RUE,ARMEL DOUDARD,44230,ST SEBASTIEN SUR LOIRE
53,RUE,DE MISERICORDE,44000,NANTES
6,RUE,DE CHANTEPIE,44230,ST SEBASTIEN SUR LOIRE
57,AV,DU PARC DE PROCE,44100,NANTES
63,RUE,LEON JOST,44300,NANTES
10,IMP,DE LA CALYPSO,44000,NANTES
40,RUE,FRANCOIS BRUNEAU,44000,NANTES
1,PL,PAUL EMILE LADMIRAULT,44000,NANTES
2,RUE,DE FRIEDLAND,44000,NANTES
2,RUE,DE FRIEDLAND,44000,NANTES
3,RUE,CLAUDE DEBUSSY,44000,NANTES
20,RUE,DU MAROC,44300,NANTES
42,RUE,DU LOQUIDY,44300,NANTES
9,RUE,DE LA PAVOTIERE,44300,NANTES
21,AV,DE L HARMONIE,44300,NANTES
8,RUE,JEAN EMILE LABOUREUR,44000,NANTES
13,RUE,DE LA BOULOGNE,44230,ST SEBASTIEN SUR LOIRE
14,RUE,CHANOINE POUPARD,44300,NANTES
6,RUE,GAL BUAT,44000,NANTES
6,BD,LELASSEUR,44000,NANTES
19,AV,EMILE BOISSIER,44000,NANTES
58,AV,DE LA MARTELLIERE,44230,ST SEBASTIEN SUR LOIRE
3,RUE,JULES SIMON,44000,NANTES
3,,CHAUSSEE DE LA MADELEINE,44000,NANTES
23,MAIL,HAROUN TAZIEFF,44300,NANTES
18,AV,DE JOSSELIN,44300,NANTES
66,RUE,DES HAUTS PAVES,44000,NANTES
6,BD,LELASSEUR,44000,NANTES
11,RUE,DES SALORGES,44100,NANTES
89,RUE,DES RENARDIERES,44100,NANTES
29,RUE,PETITE BIESSE,44200,NANTES
39,RUE,DE LA BASTILLE,44000,NANTES
9,RUE,DE CLERMONT,44000,NANTES
15,RUE,DE LA JOHARDIERE,44800,ST-HERBLAIN
6,AV,ST GEORGES,44100,NANTES
9,AV,DE LA DEVINIERE,44000,NANTES
4,PL,HENRI REY,44300,NANTES
44,RUE,ALBERT CAMUS,44800,ST-HERBLAIN
51,RUE,DE LA GRANDE LANDE,44230,ST SEBASTIEN SUR LOIRE
51,RUE,DE LA GRANDE LANDE,44230,ST SEBASTIEN SUR LOIRE
7,RUE,DUGOMMIER,44000,NANTES
12,AV,SIMILIEN,44000,NANTES
8,AV,DU PARADISIER,44300,NANTES
4,IMP,DES LANDES NOTRE DAME,44800,ST-HERBLAIN
32,RUE,DE STRASBOURG,44000,NANTES
13,RUE,DE LA GYMNASTIQUE,44000,NANTES
22,RUE,JEAN HUET,44610,INDRE
6,AV,DE L ARMORIAL,44300,NANTES
6,RUE,BERTHELOT,44000,NANTES
4,AV,BOTREL,44000,NANTES
15,RUE,LEHUEDE,44100,NANTES
35,RUE,DES CLEMATITES,44300,NANTES
66,RUE,DE L HERMITAGE,44100,NANTES
16,AV,DE LA FREGATE,44200,NANTES
22,BD,BABIN CHEVAYE,44200,NANTES
16,RUE,DU BAS POITOU,44230,ST SEBASTIEN SUR LOIRE
6,PL,DE LA BOURSE,44000,NANTES
10,ALL,DUGUAY TROUIN,44000,NANTES
11,QUAI,DE LA JONELIERE,44300,NANTES
11,QUAI,DE LA JONELIERE,44300,NANTES
3,ALL,D ERDRE,44000,NANTES
1,AV,DE L AIR DU TEMPS,44300,NANTES
19,RUE,DE FRIEDLAND,44000,NANTES
1,RUE,D ALGER,44100,NANTES
6,AV,DE L ENGOULEVENT,44300,NANTES
15,RUE,ALEXANDRE FOURNY,44200,NANTES
16,RUE,DE LA MONTAGNE,44100,NANTES
43,RUE,DE LA DURANTIERE,44100,NANTES
22,RUE,RENE VIVIANI,44200,NANTES
4,RUE,DE MAGNANNE,44300,NANTES
66,RUE,DE LA BASSE CHENAIE,44300,NANTES
42,RUE,DE LA CONTRIE,44100,NANTES
2,AV,SAINT MELAINE,44100,NANTES
20,RUE,DU PLESSIS GAUTRON,44100,NANTES
1,RUE,KLEBER,44000,NANTES
32,AV,PRESIDENT JOSEPH BOUYER,44100,NANTES
2,AV,DES IMPRESSIONNISTES,44200,NANTES
66,RUE,VINCENT AURIOL,44800,ST-HERBLAIN
61,RUE,DES CHALATRES,44000,NANTES
31,RUE,CHARLES TERRONT,44300,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
15,ALL,CDT CHARCOT,44000,NANTES
4,RUE,BABONEAU,44100,NANTES
3,RUE,PIRON,44000,NANTES
22,RUE,DE LA CARTERIE,44000,NANTES
1,RUE,GAL BUAT,44000,NANTES
21,CHE,DU BURON,44300,NANTES
71,RUE,MAL JOFFRE,44000,NANTES
47,AV,DES AJONCS,44300,NANTES
4,RUE,DES PAYS DE LA LOIRE,44300,NANTES
46,QUAI,MAGELLAN,44000,NANTES
27,AV,JOSEPH BARREAU,44300,NANTES
27,AV,JOSEPH BARREAU,44300,NANTES
59,RUE,DU CORPS DE GARDE,44100,NANTES
36,AV,DU DOCTEUR PAUL MICHAUD,44230,ST SEBASTIEN SUR LOIRE
98,BD,DE LONGCHAMP,44300,NANTES
6,RUE,GAL BUAT,44000,NANTES
115,BD,ERNEST DALBY,44000,NANTES
57,RUE,DU FRESCHE BLANC,44300,NANTES
13,RUE,CHEVERT,44100,NANTES
83,RUE,DE LA DURANTIERE,44100,NANTES
29,RUE,GUILLAUME TOUCHY,44000,NANTES
nan,RUE,DE CONCARNEAU,44300,NANTES
9,RUE,JEAN EMILE LABOUREUR,44000,NANTES
1,RUE,DU CHEVAL BLANC,44000,NANTES
6,RUE,ADOLPHE MOITIE,44000,NANTES
2,ALL,DES PINSONS,44100,NANTES
179,RUE,PAUL BELLAMY,44000,NANTES
48,RUE,PREFET BONNEFOY,44000,NANTES
3,RUE,TOURNEFORT,44000,NANTES
20,RUE,DE LA MARRIERE,44300,NANTES
14,RUE,HENRI RADIGOIS,44800,ST-HERBLAIN
4,BD,GEORGES MANDEL,44200,NANTES
334,AV,DU SEQUOIA,44300,NANTES
3,RUE,PHILIPPE DE BROCA,44100,NANTES
2,RUE,JEAN JAURES,44610,INDRE
179,BD,JULES VERNE,44300,NANTES
5,RUE,VANCOUVER,44230,ST SEBASTIEN SUR LOIRE
21,RUE,DE MISERICORDE,44000,NANTES
3,RUE,J B DARBEFEUILLE,44100,NANTES
3,PL,FRANCOIS GICQUEL,44800,ST-HERBLAIN
131,BD,DE LA LIBERTE,44100,NANTES
30,RUE,FERNAND PINEAU CHAILLOU,44300,NANTES
10,RUE,DES MOISSONS,44300,NANTES
8,RUE,MONTAUDOUINE,44000,NANTES
42,RUE,FELIX LEMOINE,44300,NANTES
23,RUE,DES REFORMES,44100,NANTES
119,BD,ROBERT SCHUMAN,44300,NANTES
18,RUE,DE LA VERRERIE,44100,NANTES
1,ALL,DE LA MAISON ROUGE,44000,NANTES
102,RUE,GAL BUAT,44000,NANTES
52,BD,DU VAL DE CHEZINE,44800,ST-HERBLAIN
3,RUE,DES DAHLIAS,44100,NANTES
51,RUE,DES DERVALLIERES,44000,NANTES
16,BD,ALBERT EINSTEIN,44300,NANTES
41,RUE,PAUL BERT,44100,NANTES
18,RUE,RASPAIL,44100,NANTES
68,RUE,PREFET BONNEFOY,44000,NANTES
7,RUE,ARISTIDE BRIAND,44610,INDRE
1,RUE,KLEBER,44000,NANTES
34,BD,DE LA PRAIRIE AU DUC,44200,NANTES
7,RUE,DUGOMMIER,44000,NANTES
17,RUE,CHARLES BRUNELIERE,44610,INDRE
46,RUE,JOSEPH DOURY,44300,NANTES
11,RUE,DE SEVIGNE,44000,NANTES
15,AV,DES AMANDIERS,44300,NANTES
9,RUE,DE L HERONNIERE,44000,NANTES
8,BD,AMIRAL COURBET,44000,NANTES
1,RUE,D ARGENTRE,44000,NANTES
6,RUE,DU TOURMALET,44800,ST-HERBLAIN
12,RUE,DE LA TAPONNIERE,44230,ST SEBASTIEN SUR LOIRE
44,QUAI,DE MALAKOFF,44000,NANTES
85,RUE,DE LA CONVENTION,44100,NANTES
5,RUE,CAMILLE FLAMMARION,44000,NANTES
31,RUE,EUGENE ET LEONCIE KERIVEL,44610,INDRE
